Sýra;Fransýzca Kelime;Ýsveççe Anlamý;Türkçe Anlamý
556;rattacher;"fästa (på nytt); binda fast (på nytt)";
556;détacher;"ta bort fläck; lösgöra";
556;un attachement;en tillgivenhet;
556;un détachement;"en likgiltighet; en kort uppdrag";
556;une attache;"ett band; ett spänne";
556;détaché;"lös; frigjord; oengagerad";
557;asseoir;sätta;oturtmak
557;une assise;en grundval;
557;rasseoir;sätta igen;
558;un transfert;"en överföring; en överflyttning";transfer
558;transférer;"överföra; flytta över";
559;renoncer à;"avstå från; avsäga sig";vazgeçmek
559;un renoncement;ett avkall;
560;un roi;en kung;kral
560;royal;kunglig;
560;un royaume;ett kungarike;
561;un téléphone;en telefon;telefon
561;téléphonique;telefon-;
561;téléphoner;ringa;
561;la téléphonie;telefoni;
562;net;"ren; tydlig; skarp; netto-";net, temiz
562;le Net;nätet (internet);
562;nettement;"tydligt; klart";
562;une netteté;"klarhet; tydlighet; skärpa";
563;une foi;en tro;inanç
564;un motif;ett motiv;motif, sebep
564;motiver;motivera;
564;une motivation;en motivation;
565;une tradition;en tradition;gelenek
565;traditionnel;traditionell;
565;traditionnellement;traditionellt;
566;une victoire;en seger;zafer
566;victorieux;"segerrik; segrande";
567;un concours;"en sammanträffande; en tävlan; ett prov";"yarýþma; rastlantý"
567;concourir;"samverka; tävla";
568;échouer;"gå på grund; misslyckas";baþarýsýz olmak, karaya oturmak
569;une côte;"en kust; en sluttning; ett revben";"kýyý; yamaç"
569;côtoyer;"gå (åka, segla, etc) längs efter; frottera sig med";
570;une génération;en generation;nesil
570;générer;generera;
570;un générateur;en generator;
570;régénérer;"förnya; återbilda";
571;un vent;en vind;rüzgar
572;une technologie;en teknologi;teknoloji
572;technologique;teknologisk;
573;inquiéter;oroa;endiþelendirmek
573;inquiet;orolig;
573;une inquiétude;en oro;
573;inquiétant;oroande;
574;un dépit;ett förtret;kýrgýnlýk
575;un équilibre;en balans, en jämvikt;denge
575;équilibrer;balansera;
575;un déséquilibre;en obalans, en ojämvikt;
575;déséquilibrer;få i obalans;
575;un équilibrage;en balansering;
576;un obstacle;ett hinder;engel
577;affecter;"ge sken av; påverka";etkilemek
577;une affection;en tillgivenhet;
577;une affectation;en tillgjordhet;
577;affectif;känslo-;
577;affecté;"tillgjord; påverkad";
577;affectueux;tillgiven;
578;une revanche;"en hämnd; en revansch";intikam, rövanþ
579;une station;"en station, en hållplats; en ort";istasyon, durak
579;stationner;"parkera; stanna";
579;stationnaire;stillastående;
579;le stationnement;parkering;
580;supporter;"bära upp; uthärda";katlanmak, taþýmak
580;un support;ett stöd;
580;insupportable;outhärdlig;
580;supportable;uthärdlig;
581;privé;"privat; enskild";özel, mahrem
581;une privatisation;en privatisering;
581;privatiser;privatisera;
582;une catégorie;en kategori;kategori
582;catégorique;kategorisk;
582;catégoriquement;kategoriskt;
583;une mine;"en min; en mina; en gruva; ett blyertsstift";maden, ocak
583;mineur;"underordnad; omyndig, minderårig";
583;un mineur;"en omyndig (minderårig) person; ett moll; en gruvarbetare; en minläggare";
583;miner;(under)minera;
583;minier;gruv-;
583;le minerai;malm;
584;législatif;lagstiftande;yasama ile ilgili
584;une législation;en lagstiftning;
584;une législature;en mandatperiod;
584;un législateur;en lagstiftare;
585;une priorité;"en förtur; en prioritet";öncelik
585;prioritaire;"som har förtur; prioriterad";
586;un avion;ett flygplan;uçak
586;l'aviation;flyg;
587;un minimum;ett minimum;minimum
587;minimal;minimi-, minimal;
587;minime;mycket liten;
587;minimiser;bagatellisera;
587;les minima;minimivärden;
588;une photo;foto;fotoðraf
588;une photographie;ett foto(grafi);
588;un, une photographe;en fotograf;
588;photographier;fotografera;
588;photographique;"foto-; fotografisk";
589;solide;"fast; massiv; solid";saðlam, katý
589;consolider;"stärka; konsolidera";
589;une consolidation;"en förstärkning; en konsolidering";
589;solidement;"fast; stadigt; gediget";
589;une solidité;"en gedigenhet; en pålitlighet";
589;consolidé;konsoliderad;
590;correspondre;"brevväxla; motsvara";"yazýþmak; karþýlýk gelmek"
590;correspondant;motsvarande;
590;un correspondant;"en brevvän; en korrespondent";
590;une correspondance;"en brevväxling; en motsvarighet; en anslutning";
591;un navire;ett skepp;gemi
591;naval;sjö-;
592;transmettre;(över)sända;iletmek, aktarmak
592;une transmission;en överföring;
592;retransmettre;(återut)sända;
593;un appareil;en apparat;cihaz
594;un trait;"ett (utmärkande) drag; ett penndrag";özellik, çizgi
595;une référence;en referens;referans
595;référer;"hänvisa; hänskjuta";
595;référencer;förse med hänvisningar;
596;le bois;"skog; lund; trä; virke";orman, tahta
597;identifier;identifiera;tanýmlamak, belirlemek
597;une identité;en identitet;
597;identique;identisk;
597;une identification;en identifiering;
598;un symbole;en symbol;sembol
598;symbolique;symbolisk;
598;symboliser;symbolisera;
599;une consommation;en konsumtion;tüketim
599;un consommateur;en konsument;
599;consommer;"konsumera; dricka, äta; fullborda";
600;un chômage;en arbetslöshet;iþsizlik
600;un chômeur;en arbetslös;
601;un courage;"ett mod; en nit";cesaret
601;encourager;"uppmuntra; främja";
601;courageux;"modig; energisk";
601;un encouragement;en uppmuntran;
601;décourager;göra modfälld;
601;encourageant;uppmuntrande;
601;un découragement;ett missmod;
602;un amendement;"en förbättring; ett ändringsförslag";deðiþiklik önergesi
602;une amende;en bot, böter;
602;amender;"förbättra; ändra";
603;une division;"en delning; en division";bölüm, bölme
603;diviser;"dela; dividera";
603;un dividende;en utdelning;
603;indivisible;odelbar;
604;un, une coupable;"en skyldig; en gärningsman";suçlu
604;coupable;skyldig;
604;une culpabilité;en skuld;
605;attribuer;"tilldela; tillskriva";atfetmek, vermek
605;une attribution;"tilldelning; utdelning";
605;attribuable;som kan hänföras till;
605;un attribut;"ett kännetecken; en predikatsfyllnad (predikativ)";
606;dénoncer;"ange; peka ut; avslöja";ihbar etmek
606;une dénonciation;"en angivelse; ett avslöjande";
607;éliminer;"utesluta; slåt ut; eliminera";elemek, çýkarmak
607;une élimination;"en eliminering; en utslagning";
607;éliminatoire;"utslags-; försöks-";
608;un tableau;"en tavla; en panel; en tabell";tablo, pano
609;exclure;utesluta;hariç tutmak
609;exclusif;uteslutande, exklusiv;
609;exclusivement;uteslutande;
609;une exclusion;en uteslutning;
609;exclu;utesluten;
609;un exclu;"en utesluten person; en utstött person";
609;une exclusivité;"en ensamrätt; en exklusivitet";
610;un site;"ett läge; ett ställe; en plats";site, yer
611;une séance;"en session; en sittning; en visning";oturum, gösterim
611;une préséance;ett företräde;
612;pareil;"lik; likande; sådan";benzer
613;un mandat;"ett mandat, en fullmakt; en order";yetki belgesi
613;mandater;utse;
613;un, une mandataire;"en fullmaktsinnehavare; ett ombud";
614;vide;tom;boþ
614;un vide;"en tomhet; ett hålrum; ett vakuum";
614;vider;"tömma; rensa";
615;un statut;en status;statü, durum
615;statuer;fälla utslag;
616;sourire;le;gülümsemek
616;un sourire;ett leende;
616;souriant;leende;
617;suggérer;"föreslå; leda tanken till";önermek
617;une suggestion;"ett förslag; en antydan";
618;interrompre;avbryta;kesmek, sözünü kesmek
618;une interruption;ett avbrott;
618;ininterrompu;oavbruten;
619;une usine;en fabrik;fabrika
620;un rang;"en rad; ett led; en ordning; en plats; en rang";sýra, rütbe
620;ranger;"ordna; städa; ställa tillbaka";
620;une rangée;"en rad; en räcka";
621;un sommet;en (bergs)topp;zirve
622;franchir;"gå (åka, hoppa, etc) över; passera";geçmek, aþmak
622;un franchissement;"ett överskridande; ett passerande";
623;une fête;"en fest; en namnsdag; en högtidsdag";bayram, parti
623;fêter;fira;
623;un festival;en festival;
623;une festivité;en festlighet;
624;un sol;en mark;toprak, zemin
625;écarter;föra isär;ayýrmak
625;un écart;"ett avstånd; ett mellanrum";
626;vague;"vag; oklar";belirsiz
626;une vague;en våg;
626;vaguement;"vagt; svävande";
626;vaguer;irra omkring;
627;une coopération;ett samarbete;erdem
627;coopérer;samarbeta;
627;une coopérative;"en andelsförening; ett kooperativ";
627;coopératif;"andels-; gemensam; kooperativ; samarbetsvillig";
628;une vertu;"en dygd; en förtjänst";iþbirliði
628;vertueux;"dygdig; förtjänstfull";
629;un leader;"en ledare; ett ledande företag";lider
629;un leadership;en ledning;
630;une taille;"en storlek; en längd; en midja";boy, beden
630;tailler;"skära till, klippa till; vässa";
630;un tailleur;"en skräddare; en damdräkt";
631;une distance;ett avstånd;mesafe
631;distant;avlägsen;
631;distancer;lämna bakom sig;
632;arrière;bak-;arka
632;arrière;"tillbaka; baktill";
632;un arrière;"en bak; en akter; en back";
632;arriéré;"efterbliven; gammalmodig; försenad";
633;une vision;"en syn; en vision";vizyon, görüþ
633;visible;synlig;
633;invisible;osynlig;
633;visiblement;"synligt; uppenbarligen";
633;visuel;visuell, synlig;
633;une visibilité;"en synlighet; en sikt";
633;une visualisation;en visualisering;
633;un, une visionnaire;en visionär;
633;visionner;granska;
634;diminuer;minska;azalmak
634;une diminution;"en minskning; en sänkning";
635;se réfugier;ta sin tillflykt;sýðýnmak
635;un refuge;"en tillflykt; en refug";
636;entourer;omringa;çevrelemek
636;un entourage;"en omgivning; en bekantskapskrets";
637;juif;judisk;Yahudi
637;un juif;en jude;
638;verser;"hälla; betala in (ut)";"dökmek; ödemek"
638;un versant;"en sluttning; en sida";
638;un versement;"en (ut)betalning; en in(betalning)";
639;négatif;"negativ; nekande";olumsuz
639;un négatif;ett negativ;
639;une négation;"en nekande; en negation";
640;rapprocher;"föra närmare; flytta närmare";yaklaþtýrmak
640;une approche;"ett närmande; ett angreppssätt";
640;approcher;"närma sig; få kontakt med";
640;un rapprochement;ett närmande;
641;un délai;"ett uppskov; en tidsram";süre, vade
642;un bruit;"ett ljud; ett oljud; ett buller";gürültü
643;une radio;"en radio; en röntgen(bild)";radyo
644;un syndicat;en (fack)förening;sendika
644;syndical;facklig;
644;syndicaliste;facklig;
644;un, une syndicaliste;en fackföreningsman;
644;le syndicalisme;fackföreningsrörelsen;
644;se syndiquer;gå med i en fackförening, organisera sig;
645;prudent;försiktig;ihtiyatlý
645;une prudence;en försiktighet;
645;prudemment;försiktigt;
645;imprudent;oförsiktig;
645;une imprudence;"en oförsiktighet; en obetänksamhet";
646;rompre;"bryta (itu; av; upp; sönder)";kýrmak
646;une rupture;"en brytning; ett brott";
647;un vol;"en flygning; ett flyg; en stöld";"uçuþ; hýrsýzlýk"
647;voler;"flyga; stjäla";
647;un volet;"en fönsterlucka; en sektion";
647;un voleur;en tjuv;
647;volant;flygande;
647;un volant;"en ratt; en badmintonboll; en (avskiljbar) blankett";
647;la volaille;"fjäderfän; höns";
647;une volée;"en flykt; ett slag; en flock; volley";
648;tiers;tredje;üçüncü
648;un tiers;"en tredjedel; en tredje person; en utomstående person";
648;une tierce;en ters;
649;un kilomètre;en kilometer;kilometre
649;un mètre;en meter;
649;un centimètre;en centimeter;
649;un millimètre;en millimeter;
649;le métrage;antal meter;
650;aborder;"lägga till; gå fram till; komma in på";yaklaþmak, ele almak
650;un abord;en tillgänglighet;
650;abordable;tillgänglig;
651;un ciel;en himmel;gökyüzü
652;tromper;"bedra; lura";aldatmak
652;trompeur;bedräglig;
652;un trompeur;en bedragare;
652;une trompe;"ett signalhorn; en snabel; en äggledare";
653;modeste;anspråkslös;mütevazý
653;la modestie;"anspråkslöshet; blygsamhet";
654;éloigner;avlägsna;uzaklaþtýrmak
654;un éloignement;"ett avlägsnande; ett avstånd";
655;évaluer;"(ut)värdera; uppskatta";deðerlendirmek
655;une évaluation;"en (ut)värdering; en uppskattning";
656;interne;inre, inner-;iç, dahili
656;un, une interne;"en internatelev; en AT-läkare";
656;interner;spärra in;
657;un gaz;en gas;gaz
657;gazier;gas-;
657;gazeux;"gas-; kolsyrat";
658;adapter;"anpassa; omarbeta";uyarlamak
658;une adaptation;"en anpassning; en bearbetning";
658;une réadaptation;en återanpassning;
658;un adaptateur;"en bearbetare; en adapter";
659;une cour;"en gård; en gårdsplan; ett hov; en (högre) domstol";"avlu; mahkeme"
660;une dépense;en utgift;gider, masraf
660;dépenser;"göra av med, spendera; förbruka";
660;aux dépens de;på bekostnad av;
661;un souci;"ett bekymmer; en ringblomma";endiþe, sýkýntý
661;se soucier de;"bry sig om; oroa sig för";
661;soucieux;"bekymrad; orolig";
662;expert;"expert; expert-";uzman
662;un expert;en expert;
662;une expertise;en expertis;
663;une sœur;en syster;kýz kardeþ
664;comparer;jämföra;karþýlaþtýrmak
664;une comparaison;en jämförelse;
664;comparable;jämförbar;
664;comparatif;jämförande;
664;le comparatif;komparativ;
664;comparativement;jämförelsevis;
664;incomparable;"ojämförlig; enastående";
665;provenir de;komma från, härröra från;kaynaklanmak, gelmek
665;une provenance;en härkomst;
666;céder;"ge efter; överlåta";boyun eðmek, devretmek
666;une cession;en överlåtelse;
667;une colère;en vrede;öfke
668;patient;tålmodig;sabýrlý
668;un patient;en patient;
668;la patience;tålamod;
668;l'impatience;otålighet;
668;impatient;otålig;
668;patienter;ge sig till tåls;
668;impatienter;göra otålig;
669;une notion;"en uppfattning; ett begrepp";kavram, fikir
670;un siège;"ett säte; en stol; en sittplats; ett högkvarter";"koltuk; merkez"
670;siéger;sitta;
670;assiéger;belägra;
671;une hausse;"en höjning; en ökning";artýþ
671;hausser;"höja; öka";
671;rehausser;"höja; öka";
672;un mécanisme;en mekanism;mekanizma
672;mécanique;mekanisk;
672;la mécanique;mekanik;
672;un mécanicien;"en mekaniker; en maskinist";
673;un trafic;"en trafik; en illegal handel";trafik
673;un trafiquant;"en smugglare; en langare";
673;trafiquer;"handla illegalt; fiffla";
674;catholique;katolsk;katolik
674;un, une catholique;en katolik;
674;le catholicisme;katolicism;
675;un foyer;"en eldstad; en härd; ett (vård)hem";ocak, yuva
676;adulte;vuxen;yetiþkin
676;un, une adulte;en vuxen person;
677;reprocher;förebrå;sitem etmek
677;un reproche;en förebråelse;
678;un métier;ett yrke;meslek
679;peser;väga;tartmak
679;pesant;betungande;
679;une pesanteur;en tyngd;
680;les médias;media;medya
680;médiatique;media-;
680;médiatiser;sprida via media;
680;le multimédia;multimedia;
681;supprimer;"avskaffa; slopa; ta bort";kaldýrmak, bastýrmak
681;une suppression;"ett avskaffande; ett slopande; ett borttagande";
681;un suppresseur;en dämpare;
682;guère;ne…guère=knappast;neredeyse hiç (ne...guère)
683;consulter;"rådfråga; slå upp";danýþmak
683;une consultation;"en rådfrågning; en mottagning; en undersökning";
683;consultatif;rådgivande;
683;un consultant;"en konsult; en patient";
684;un renseignement;en upplysning;bilgi
684;renseigner;"upplysa; ge besked";
685;un garçon;en pojke;erkek çocuk
686;résumer;sammanfatta;özetlemek
686;un résumé;"en sammanfattning; en resumé";
687;une fenêtre;ett fönster;pencere
688;hésiter;tveka;tereddüt etmek
688;une hésitation;en tvekan;
688;hésitant;"tveksam; osäker";
689;universel;"världs-; allmän; universell";evrensel
689;un univers;ett universum;
689;une universalité;"en allmängiltighet; en mångsidighet";
690;un poisson;en fisk;balýk
691;avouer;erkänna;itiraf etmek
691;un aveu;ett erkännande;
691;désavouer;"förneka; ogilla";
692;saluer;"hälsa på; hylla";"selamlamak; övmek"
692;un salut;"en hälsning; en frälsning";
692;Salut !;Hej!;
693;le fer;järn;demir
693;ferré;järn-;
693;la ferraille;järnskrot;
694;le cinéma;"bio(graf); film";sinema
